Incident Number,Priority,Resolving_Group,assignment_group_id,Resolving_group_id,open_date,Resolution Code,Configuration Item,Application Name,Application_Service_Owner,description,App Inst Comments,Open_month_year
IN33871144,Priority-4,HTSE-DWHDEV,2D4CB4CA22A311DEA16510000000C959,2D4CB4CA22A311DEA16510000000C959,1493224236,Processing.Request Actioned,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHIOHC8 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0m64e (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33871272,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493224810,Processing.Batch Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHOP2G04 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0lj68 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33871751,Priority-4,HTSE-DWHDEV,2D4CB4CA22A311DEA16510000000C959,2D4CB4CA22A311DEA16510000000C959,1493227519,Processing.Request Actioned,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHOFTC427 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mgzr (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33871820,Priority-4,HTSE-DWHDEV,2D4CB4CA22A311DEA16510000000C959,2D4CB4CA22A311DEA16510000000C959,1493227960,Batch Completed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHVCDE30 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mdkz (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33872602,Priority-5,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1493233635,Processing.Batch Restarted,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,CPA2401 Connect:Direct failed to send file HSCRB15019 for country KW . Reply : (R)e Send / (C)ancel.,"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Apr-2017
IN33873382,Priority-4,HTSE-CARM-Dev,EB13DC0E790411DD8D8910000000C959,EB13DC0E790411DD8D8910000000C959,1493238925,Procedures reviewed and updated,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33874133,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493245740,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33874255,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493246646,Processing.Data fixed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHICD01 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mdm6 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33874562,Priority-3,HTSE-CVM-DEV,11052B60585111E49AD210000000C959,11052B60585111E49AD210000000C959,1493248744,UnClassified.Duplicate Ticket,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M C H 3 0 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Apr-2017
IN33875517,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493255974,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHIH392 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mbke (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33875669,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493257042,Batch Completed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LCMGFR361_005 reported Status LCMGFR361_005 is over running https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3D_1500_v7orderid=4qfob (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33878554,Priority-4,HBMX-SS-DC-PRODUCCION,9F98D455B84411DE9FFD10000000C959,9F98D455B84411DE9FFD10000000C959,1493272401,Application/System Job resubmitted,RTB HBMX HBMX SAS,SAS MX,Ruben SOTELO,IEF450I PFML3T11 PS030 JS010 - ABEND=S0C4 U0000 REASON=00000004 TIME=00.42.40,"Araceli PEREZV, 09-Dec-2016 at 07:18: complete35159718, 25-Jan-2016 at 18:22: Vendor packages reviewed - associated business software package software (BSP) created",Apr-2017
IN33880138,Priority-3,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493278003,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33880427,Priority-4,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1493278987,Processing.Data fixed,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33881742,Priority-5,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1493282006,Processing.Batch Restarted,HUBUAE,HUB Sales Solutions,Sumit KALE,CPA0702 CEE9901 received by procedure HS609P. (C D I R),FDA Ownership updated after central team analysis of primary functions,Apr-2017
IN33882482,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493283924,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33884460,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493289428,Processing.Data fixed,SAMS,Sales and Marketing System,Rob KELLAWAY,,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Apr-2017
IN33884743,Priority-4,-,1954E742790511DD872F10000000C959,-,1493290324,-,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33885951,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493294781,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33886055,Priority-4,HBAR-SWD-RBWM-Data-Services,894204F984BC11E58E7310000000C957,894204F984BC11E58E7310000000C957,1493295266,Software.Software Fix Released,EDWH-AR,Enterprise Data Warehouse AR,Patricia V BARROSO,"El proceso de EDWH AIS DW está demorando demasiado, se va a analizar que parametros se deben modificar para mejorar la performance.","12070768, 16-Dec-2015 at 13:30: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership deleted after central team analysis of primary functions",Apr-2017
IN33886684,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493297689,Processing.Data fixed,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33887472,Priority-4,HTSE-DWHDEV,2D4CB4CA22A311DEA16510000000C959,2D4CB4CA22A311DEA16510000000C959,1493300474,-,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHNRPS887A reported Status Encountered error while setting value for autoedit DAY https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0lozy (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33887596,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493300948,Processing.Data fixed,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33887867,Priority-4,HTSE-DWHDEV,2D4CB4CA22A311DEA16510000000C959,2D4CB4CA22A311DEA16510000000C959,1493301985,-,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHNRPS887B reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0lozz (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33888260,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1493303381,UnClassified.Advice Given to User,HBCA-SVC-HEW-HUBENTERPRISEWAREHOUSE,HUB Enterprise Warehouse,Etiene Cheung,,"Manojkumar R ACHARYA, 09-Dec-2014 at 06:51: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Apr-2017
IN33888498,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493304181,Processing.Data fixed,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33888668,Priority-3,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493304769,Processing.Batch Restarted,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,DFHSR0001 LQ01CIAB AN ABEND {CODE 0C4/AKEA} HAS OCCURRED AT OFFSET X FFFFFFFF IN PROGRAM DUCEL1. This has been auto ticketed,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33888731,Priority-3,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493305062,Processing.Batch Restarted,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,GCC : CDU0013E DUASPHBT 0013 PLEASE CONTACT CDU HELPDESK{DAYTIME}/TROUBLESHOOTER{EVENING/WEEKEND},"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33888732,Priority-3,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493305068,Processing.Batch Restarted,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,GCC : CDU0005E DUASPAVL 0005 SERVICE INHIBITED: GNR UPDATES,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33889425,Priority-3,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493307760,UnClassified.Fault Resolved - No Actions Taken,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,DFHSR0001 LQ01CI30 AN ABEND {CODE 0C4/AKEA} HAS OCCURRED AT OFFSET X FFFFFFFF IN PROGRAM DUACN000. This has been auto ticketed,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33889803,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1493309263,Security.Account Reset,HUBHKE,HUB Sales Solutions,Sumit KALE,"User called in for a password reset for UK Hub.
Reason for calling Helpdesk: _(Forgot
Logon ID : ante
Unlocked / Released Active ID / Password Reset : release
released user's account. user logged in.",FDA Ownership updated after central team analysis of primary functions,Apr-2017
IN33890458,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493312838,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHICPL01 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mzgw (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33891059,Priority-4,HTS-IT-Service-Desk,306B3B8E790511DDBF1E10000000C959,306B3B8E790511DDBF1E10000000C959,1493317228,Unclassified.Referred to ITSR if this was the resolution to the incident,HUBDOH,HUB Sales Solutions,Sumit KALE,,"Naveen1 SHARMA, 05-May-2016 at 04:08: ConfirmedFDA Ownership updated after central team analysis of primary functions",Apr-2017
IN33891480,Priority-4,HOST-DS-CRDCOE-APPSUPPORT,B78AB7BF977211E58D8310000000C957,B78AB7BF977211E58D8310000000C957,1493320528,UnClassified.Advice Given to User,CDU,Customer Data Management,Kiran Mahesh MANGIPUDI,,"Judith SMYTHE, 20-Jun-2016 at 14:20: link removed - I am not the delegate43200955, 11-Nov-2015 at 13:39: Vendor packages reviewed - no associated software created, pending update to Billable Product in GPDMInterface added by central team to support the FCC Monitor reporting - as advised by Chris Elliot and Dave Bagge",Apr-2017
IN33891725,Priority-5,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1493322883,UnClassified.User Cancelled Ticket,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,CPA2401 Connect:Direct failed to send file HSCR13PD for country KW . Reply : (R)e Send / (C)ancel.,"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Apr-2017
IN33891736,Priority-5,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1493322888,UnClassified.User Cancelled Ticket,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,CPA2401 Connect:Direct failed to send file HSCR22PD for country KW . Reply : (R)e Send / (C)ancel.,"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Apr-2017
IN33891737,Priority-5,GBM-HSS-HK-GHSSSupport,F5BC173E623511DDACD010000000C959,F5BC173E623511DDACD010000000C959,1493322893,Unclassified Alert Ignored,HBME-MULTI-COUNTRY-HUB-GROUP-ONE,HUB Sales Solutions,Sumit KALE,CPA2401 Connect:Direct failed to send file HSCR30PD for country KW . Reply : (R)e Send / (C)ancel.,"Naveen1 SHARMA, 05-May-2016 at 04:07: ConfirmedManojkumar R ACHARYA, 09-Dec-2014 at 06:39: Parent HUB application associated in order to bring consistency in reporting HUB. As discussed with Steve P Dickinson and David Wynne-JonesFDA Ownership updated after central team analysis of primary functions",Apr-2017
IN33892229,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1493327184,Batch Completed,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M X 9 2 5 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Apr-2017
IN33892994,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493334436,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHVHU171IT reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mxcs (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33893063,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493335160,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHPOA01 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0n0ni (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33893080,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493335263,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,,"43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33893096,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493335496,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHPPL94 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0muhj (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33893121,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493335846,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHICSP05 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mwr8 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33893244,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493337194,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHICSP04 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mwrb (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33893245,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493337198,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHICSP03 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mwrc (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33893265,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493337524,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHICP01 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mtu1 (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33893320,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493337927,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHICTR01 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mwrv (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33894264,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493344695,Application.Process / Service Restarted,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHIES13 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mzkk (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
IN33894329,Priority-4,HTSE-DWHSupp,F3D7D70B790411DDA79910000000C959,F3D7D70B790411DDA79910000000C959,1493345043,Processing.Data fixed,BUSINESS-INTELLIGENCE-DA-AND-A,GIS Teradata Point of Presence,Arun MEHTA,"GCC : Control M job LDWHRCH04 reported Status Ended not OK https://servicetracker.systems.uk.hsbc/controlm/sysout.htm gtwyname=HTSE_P3A_1500_v7orderid=0mtsv (For URL, insert ampersand prior to orderid=)","43200955, 11-Nov-2015 at 16:13: Vendor packages reviewed - associated business software package software (BSP) createdUK system being evolved over a period of time to bring into alignment with group standards",Apr-2017
